일시,요일,등록기관,철도구분,사고 종류,철도사고 종류,주원인,근본원인별 그룹,근본원인별 원인,근본원인별 상세,총피해명,사망,부상(중상),경상,총 피해액(백만원),노선,노선방향,발생장소,기상상태,온도,안개유무,연도,발생장소a,발생장소b
2010-04-24,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,1,0,0,경춘선,상행선,경강,맑음,17,0,2010,경강,
2010-04-23,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,중앙선,상행선,망우,구름,18,0,2010,망우,
2010-04-23,금,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-기타,인적요인,여객,불법행위,1,0,1,0,0,전라선,,미평-여수,비,9.1,0,2010,미평,여수
2010-04-22,목,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,승무원(기관사외),부주의/오류,1,0,0,1,0,경부선,상행선,가산디지털,맑음,10,0,2010,가산디지털,
2010-04-22,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,상행선,중리-마산,구름,11,0,2010,중리,마산
2010-04-22,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,상행선,노량진,맑음,12,0,2010,노량진,
2010-04-20,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경전선,하행선,진영-덕산,맑음,16,0,2010,진영,덕산
2010-04-19,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,청도-남성현,구름,18,0,2010,청도,남성현
2010-04-18,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,충북선,상행선,목행-충주,맑음,18,0,2010,목행,충주
2010-04-18,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,가능,구름,15,0,2010,가능,
2010-04-18,일,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,소정리,맑음,10,0,2010,소정리,
2010-04-15,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,1,0,0,영동선,,춘양-녹동,맑음,11,0,2010,춘양,녹동
2010-04-15,목,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,65.991523,전라선,상행선,율촌-성산,맑음,10,0,2010,율촌,성산
2010-04-14,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,승무원(기관사외),부주의/오류,1,0,1,0,0,경원선,상행선,광운대,맑음,12,0,2010,광운대,
2010-04-14,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,승무원(기관사외),부주의/오류,1,0,0,1,0,경원선,,광운대,구름,12,0,2010,광운대,
2010-04-12,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,광운대,구름,12,0,2010,광운대,
2010-04-10,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,상행선,황간-영동,구름,17,0,2010,황간,영동
2010-04-09,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,오봉,맑음,7,0,2010,오봉,
2010-04-08,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경전선,하행선,마산-중리,맑음,13,0,2010,마산,중리
2010-04-07,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,수인분당선(구.분당선),상행선,태평,맑음,10,0,2010,태평,
2010-04-07,수,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,승무원(기관사외),부주의/오류,1,0,1,0,0,중앙선,하행선,영주,맑음,7,0,2010,영주,
2010-04-05,월,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,,가산디지털,맑음,10,0,2010,가산디지털,
2010-04-04,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,하행선,판대-간현,맑음,6,0,2010,판대,간현
2010-04-03,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경춘선,상행선,남춘천-김유정,맑음,-2.7,0,2010,남춘천,김유정
2010-04-02,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경북선,하행선,어등-예천,맑음,13,0,2010,어등,예천
2010-04-01,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,0,0,1,0,전라선,하행선,덕양-미평,구름,9.8,0,2010,덕양,미평
2010-03-30,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,상행선,부산진,맑음,15,0,2010,부산진,
2010-03-30,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,0,1,0.06,동해남부선,상행선,입실-불국사,맑음,12,0,2010,입실,불국사
2010-03-28,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,0,1,0,경인선,하행선,부천,구름,3.5,0,2010,부천,
2010-03-26,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,자살,1,0,1,0,0,경부선,하행선,구포,맑음,4,0,2010,구포,
2010-03-26,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,하행선,세류-병점,맑음,-1,0,2010,세류,병점
2010-03-25,목,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,안산선,상행선,안산,맑음,5,0,2010,안산,
2010-03-21,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,상행선,성환,맑음,12,0,2010,성환,
2010-03-19,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,안양,구름,3.5,0,2010,안양,
2010-03-19,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,상행선,안양-관악,맑음,1.3,0,2010,안양,관악
2010-03-18,목,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 보판이탈,인적요인,공중,부주의/오류,0,0,0,0,1.395,충북선,상행선,주덕-소이,눈,1,0,2010,주덕,소이
2010-03-17,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,하행선,구미-약목,구름,2,0,2010,구미,약목
2010-03-13,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,하행선,신이문,맑음,4,0,2010,신이문,
2010-03-12,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,1,1,0,0,9.841,전라선,하행선,덕양-미평,맑음,11.7,0,2010,덕양,미평
2010-03-12,금,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,불법행위,1,0,0,1,0,경부선,,대방,맑음,3,0,2010,대방,
2010-03-11,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,하행선,개봉,맑음,0,0,2010,개봉,
2010-03-10,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경원선,하행선,용산-서빙고,구름,-0.2,0,2010,용산,서빙고
2010-03-08,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,경부선,상행선,안양,구름,5,0,2010,안양,
2010-03-06,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,수인분당선(구.분당선),상행선,수서,구름,5,0,2010,수서,
2010-03-06,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,하행선,성환,맑음,7,0,2010,성환,
2010-03-06,토,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경부선,하행선,군포-의왕,구름,7,0,2010,군포,의왕
2010-03-06,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,금정,맑음,9,0,2010,금정,
2010-03-03,수,KORAIL,일반철도,사고,충돌-탈선-화재,선로/구조물-기타,기술적요인,선로및구조물,유지관리,0,0,0,0,11.787,기타선,상행선,통해-진해,구름,11,0,2010,통해,진해
2010-03-02,화,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경부선,하행선,원동-물금,구름,6,0,2010,원동,물금
2010-03-02,화,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,호남선,상행선,김제,맑음,5,0,2010,김제,
2010-03-01,월,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-열차등에서 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,상행선,부산,비,9.3,0,2010,부산,
2010-02-28,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경인선,,동암,구름,6,0,2010,동암,
2010-02-28,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경전선,하행선,순천-광양,맑음,7,0,2010,순천,광양
2010-02-26,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,장항선,하행선,간치-판교,맑음,13,0,2010,간치,판교
2010-02-24,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,상행선,구로,맑음,-5,0,2010,구로,
2010-02-24,수,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,규정위반,1,0,1,0,0,전라선,,순천,맑음,14,0,2010,순천,
2010-02-23,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경전선,상행선,마산-창원,맑음,13,0,2010,마산,창원
2010-02-23,화,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,불법행위,1,0,1,0,0,경부선,상행선,황간-영동,맑음,12.5,0,2010,황간,영동
2010-02-23,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,상행선,안산,맑음,15,0,2010,안산,
2010-02-22,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,1,0,0,5.102,경부선,상행선,서창-전동,맑음,14,0,2010,서창,전동
2010-02-20,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,인적요인,여객,부주의/오류,2,0,0,2,0,경의선,,수색,맑음,2,0,2010,수색,
2010-02-17,수,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,1,1,0,0,0,충북선,하행선,오송-청주,맑음,-3,0,2010,오송,청주
2010-02-10,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경전선,하행선,득량-보성,맑음,8.6,0,2010,득량,보성
2010-02-10,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,기관사,부주의/오류,1,0,0,1,0,경의선,,수색,비,4,0,2010,수색,
2010-02-09,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,전라선,상행선,죽림온천-신리,구름,8,0,2010,죽림온천,신리
2010-02-06,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,전라선,하행선,덕양-미평,맑음,-2.1,0,2010,덕양,미평
2010-02-06,토,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0.698,경부선,하행선,용산,맑음,-7,0,2010,용산,
2010-02-04,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경부선,하행선,평택-성환,맑음,-3,0,2010,평택,성환
2010-02-03,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경전선,상행선,창원-덕산,맑음,-1,0,2010,창원,덕산
2010-02-01,월,KORAIL,도시철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,경의선,,능곡,맑음,-7,0,2010,능곡,
2010-01-29,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,중앙선,,제천,맑음,-5,0,2010,제천,
2010-01-26,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,12.8,영동선,상행선,신기,맑음,4,0,2010,신기,
2010-01-26,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,하행선,부개,맑음,-8,0,2010,부개,
2010-01-24,일,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,1,0,0,0,경부선,,동대구,맑음,7.5,0,2010,동대구,
2010-01-24,일,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,과천선,,선바위,맑음,0.8,0,2010,선바위,
2010-01-22,금,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,과천선,상행선,평촌동,맑음,-5,0,2010,평촌동,
2010-01-22,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,규정위반,0,0,0,0,0,경전선,상행선,순천-광양,맑음,-3,0,2010,순천,광양
2010-01-22,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,승무원(기관사외),부주의/오류,1,0,1,0,0,충북선,,제천,맑음,12,0,2010,제천,
2010-01-21,목,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,승무원(기관사외),부주의/오류,1,0,0,1,0,동해남부선,상행선,동래,맑음,12,0,2010,동래,
2010-01-21,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,기술적요인,기타설비,외부원인,1,0,1,0,0,경원선,,가능,맑음,8,0,2010,가능,
2010-01-21,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,경부고속선,,대전남연결-대구북연결,맑음,0,0,2010,대전남연결,대구북연결
2010-01-20,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,장항선,,웅천,맑음,-2,0,2010,웅천,
2010-01-19,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,0,1,0,경부선,하행선,구로,맑음,7,0,2010,구로,
2010-01-15,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,규정위반,2,0,2,0,4.761,영동선,상행선,영주-문단,맑음,2,0,2010,영주,문단
2010-01-15,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,기타,1,0,1,0,0,중앙선,,청량리,구름,-4,0,2010,청량리,
2010-01-11,월,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,기술적요인,열차차량설비,유지관리,1,0,0,1,0,경부선,상행선,구포,맑음,-2,0,2010,구포,
2010-01-10,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,상행선,용산,맑음,-3,0,2010,용산,
2010-01-09,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,신이문-외대앞,구름,-3.2,0,2010,신이문,외대앞
2010-01-09,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,장항선,하행선,청소-주포,눈,0,0,2010,청소,주포
2010-01-06,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,이원,맑음,0,0,2010,이원,
2010-01-05,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,상행선,역곡,맑음,-7,0,2010,역곡,
2010-01-05,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,상행선,금천구청,맑음,-5,0,2010,금천구청,
2010-01-03,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,하행선,영등포,맑음,-5,0,2010,영등포,
2010-01-03,일,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경인선,,백운,맑음,-5,0,2010,백운,
2010-01-01,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,상행선,원창-순천,맑음,-4,0,2010,원창,순천
2017-12-30,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,0,1,0,0,경인선,하행선,주안,구름,2,0,2017,주안,
2017-12-25,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,서정리,구름,2,0,2017,서정리,
2017-12-25,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,1,0,0,중앙선,하행선,안정북영주,맑음,1,0,2017,안정북영주,
2017-12-23,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,부주의/오류,2,0,2,0,0,중앙선,상행선,단양,맑음,2,0,2017,단양,
2017-12-19,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,광주선,상행선,동송정신호극락강,구름,3,0,2017,동송정신호극락강,
2017-12-16,토,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,충북선,하행선,동량삼탄,맑음,7,0,2017,동량삼탄,
2017-12-14,목,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)-미승인작업,인적요인,작업자,규정위반,1,1,0,0,0,경인선,상행선,온수오류동,구름,2,0,2017,온수오류동,
2017-12-08,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,0,1,0,0,경춘선,상행선,백양리,구름,2,0,2017,백양리,
2017-12-04,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,하행선,중앙,맑음,0.5,0,2017,중앙,
2017-12-03,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해선,하행선,안강사방,맑음,1,0,2017,안강사방,
2017-11-19,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,경부선,하행선,평택지제,구름,2,0,2017,평택지제,
2017-11-06,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,전라선,상행선,구례구압록,맑음,2,0,2017,구례구압록,
2017-10-29,일,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,1,0,0,경부선,하행선,서창조치원,맑음,10.6,0,2017,서창조치원,
2017-10-17,화,KORAIL,일반철도,사고,충돌-탈선-화재,상호작용불량-차량/선로간,기술적요인,차량/선로 및 구조물 I/F,기타,0,0,0,0,2.9,영동선,하행선,백산,맑음,17.5,0,2017,백산,
2017-10-13,금,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,기타,1,1,0,0,0,충북선,하행선,오근장내수,구름,9,0,2017,오근장내수,
2017-10-12,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,광주선,하행선,동송정신호장극락강,구름,15,0,2017,동송정신호장극락강,
2017-10-01,일,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,전라선,상행선,전주,비,16,0,2017,전주,
2017-09-19,화,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)에스컬레이터 추락/넘어짐,인적요인,여객,부주의/오류,1,0,1,0,0,중앙선,상행선,덕소,구름,23,0,2017,덕소,
2017-09-16,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0.6,광주선,상행선,광주극락강,구름,21,0,2017,광주극락강,
2017-09-12,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,하행선,지천,구름,20,0,2017,지천,
2017-09-10,일,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,부주의/오류,1,1,0,0,0,안산선,상행선,한대앞,맑음,22.8,0,2017,한대앞,
2017-09-06,수,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,상행선,대구,비,23,0,2017,대구,
2017-09-02,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해선,상행선,모화입실,맑음,18,0,2017,모화입실,
2017-08-31,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,하행선,중앙,구름,25,0,2017,중앙,
2017-08-21,월,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0.3,중앙선,상행선,팔당,구름,26,0,2017,팔당,
2017-08-19,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,상행선,백운,구름,28,0,2017,백운,
2017-08-17,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,상행선,오류동,구름,22,0,2017,오류동,
2017-08-16,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경원선,상행선,소요산,구름,23,0,2017,소요산,
2017-08-15,화,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,181.9,경부선,상행선,동대구,비,24.8,0,2017,동대구,
2017-08-14,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,하행선,수리산,비,23,0,2017,수리산,
2017-08-14,월,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,2.4,경부선,상행선,의왕,비,24,0,2017,의왕,
2017-08-11,금,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,부주의/오류,1,0,1,0,0,전라선,상행선,순천,맑음,25.2,0,2017,순천,
2017-08-07,월,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,14.2,호남선,하행선,노안나주,맑음,35,0,2017,노안나주,
2017-08-07,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,상행선,초지,맑음,30,0,2017,초지,
2017-08-02,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,상행선,중앙,구름,27.4,0,2017,중앙,
2017-08-01,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,0,1,0,0,경원선,하행선,도봉산,구름,31,0,2017,도봉산,
2017-07-30,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경인선,상행선,백운부평,구름,24,0,2017,백운부평,
2017-07-29,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,호남선,상행선,서대전,구름,27.4,0,2017,서대전,
2017-07-28,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,전곡,구름,22.8,0,2017,전곡,
